,ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,State,Country,FirstYmd,LastYmd,Firsthm,Lasthm,totaldays
2035,8986.0,1,1,1,1,14.98,MOBILE,AL,US,2018-01-30,2018-01-30,18:40,18:40,0 days 00:00:00.000000000
2036,8987.0,1,1,1,1,14.98,BATON ROUGE,LA,US,2018-01-30,2018-01-30,15:02,15:02,0 days 00:00:00.000000000
2037,8988.0,1,1,1,1,14.98,GRESHAM,OR,US,2018-01-30,2018-01-30,14:31,14:31,0 days 00:00:00.000000000
2038,8989.0,1,1,1,1,14.98,Bailey,NC,US,2018-01-29,2018-01-29,18:30,18:30,0 days 00:00:00.000000000
2039,8990.0,1,1,1,1,14.98,Arlington,VA,US,2018-01-30,2018-01-30,12:00,12:00,0 days 00:00:00.000000000
2040,8991.0,1,1,1,1,14.98,RICHMOND,VT,US,2018-01-30,2018-01-30,13:32,13:32,0 days 00:00:00.000000000
2041,8993.0,1,1,1,1,16.98,LANCASTER,SC,US,2018-01-22,2018-01-22,18:16,18:16,0 days 00:00:00.000000000
2042,8994.0,1,1,1,1,14.98,HADLEY,MA,US,2018-01-30,2018-01-30,10:50,10:50,0 days 00:00:00.000000000
2043,8995.0,1,1,1,1,14.98,MADISON,WI,US,2018-01-30,2018-01-30,17:37,17:37,0 days 00:00:00.000000000
2044,8996.0,1,1,1,1,14.98,COLLEGE STATION,TX,US,2018-01-30,2018-01-30,8:35,8:35,0 days 00:00:00.000000000
2045,8997.0,1,1,1,1,14.98,Conroe,TX,US,2018-01-30,2018-01-30,10:02,10:02,0 days 00:00:00.000000000
2046,8998.0,1,1,1,1,16.98,MADERA,CA,US,2018-01-30,2018-01-30,16:09,16:09,0 days 00:00:00.000000000
2047,8999.0,1,1,1,1,14.98,OKEMOS,MI,US,2018-01-30,2018-01-30,19:11,19:11,0 days 00:00:00.000000000
2048,9000.0,1,1,1,1,16.98,O FALLON,MO,US,2018-01-29,2018-01-29,11:36,11:36,0 days 00:00:00.000000000
2049,9001.0,1,1,1,1,14.98,LITTLEROCK,CA,US,2018-01-26,2018-01-26,5:43,5:43,0 days 00:00:00.000000000
2050,9002.0,1,1,1,1,14.98,RICHARDSON,TX,US,2018-01-29,2018-01-29,21:16,21:16,0 days 00:00:00.000000000
2051,9003.0,1,1,1,1,14.98,CANTON,GA,US,2018-01-30,2018-01-30,6:28,6:28,0 days 00:00:00.000000000
2052,9005.0,3,1,3,3,42.95,Marietta,GA,US,2018-01-16,2019-01-24,15:08,8:20,373 days 00:00:00.000000000
2053,9006.0,1,1,1,1,14.98,REDONDO BEACH,CA,US,2018-01-30,2018-01-30,11:32,11:32,0 days 00:00:00.000000000
2054,9007.0,1,1,1,1,14.98,BEVERLY HILLS,CA,US,2018-01-30,2018-01-30,14:03,14:03,0 days 00:00:00.000000000
2055,9008.0,1,1,1,1,14.98,ORMOND BEACH,FL,US,2018-01-30,2018-01-30,10:47,10:47,0 days 00:00:00.000000000
2056,9009.0,1,1,1,1,14.98,West New York,NJ,US,2018-01-29,2018-01-29,13:41,13:41,0 days 00:00:00.000000000
2057,9010.0,1,1,1,1,14.98,SAUGUS,MA,US,2018-01-30,2018-01-30,5:16,5:16,0 days 00:00:00.000000000
2058,9011.0,1,1,1,1,14.98,MONTGOMERY,AL,US,2018-01-30,2018-01-30,18:48,18:48,0 days 00:00:00.000000000
2059,9012.0,1,1,1,1,14.98,UNION,NJ,US,2018-01-30,2018-01-30,14:04,14:04,0 days 00:00:00.000000000
2060,9013.0,1,1,1,1,14.98,LOS ANGELES,CA,US,2018-01-30,2018-01-30,16:32,16:32,0 days 00:00:00.000000000
2061,9014.0,1,1,1,1,14.98,Greenville,ME,US,2018-01-30,2018-01-30,14:22,14:22,0 days 00:00:00.000000000
2062,9015.0,1,1,1,1,14.98,Lexington,NC,US,2018-01-27,2018-01-27,17:52,17:52,0 days 00:00:00.000000000
2063,9016.0,2,1,2,2,29.96,BETHESDA,MD,US,2018-01-31,2018-03-14,8:29,18:58,42 days 00:00:00.000000000
2064,9017.0,1,1,1,1,14.98,ALBANY,NY,US,2018-01-30,2018-01-30,3:27,3:27,0 days 00:00:00.000000000
2065,9018.0,1,1,1,1,14.98,SPRING,TX,US,2018-01-31,2018-01-31,6:04,6:04,0 days 00:00:00.000000000
2066,9019.0,1,1,1,1,14.98,HOUSTON,TX,US,2018-01-30,2018-01-30,19:14,19:14,0 days 00:00:00.000000000
2067,9020.0,1,1,1,1,14.98,Falls Church,VA,US,2018-01-29,2018-01-29,18:21,18:21,0 days 00:00:00.000000000
2068,9021.0,1,1,1,1,16.98,SOUTH PASADENA,CA,US,2018-01-30,2018-01-30,22:54,22:54,0 days 00:00:00.000000000
2069,9022.0,1,1,1,1,14.98,EL PASO,TX,US,2018-01-30,2018-01-30,10:16,10:16,0 days 00:00:00.000000000
2070,9023.0,1,1,1,1,14.98,Portland,OR,US,2018-01-30,2018-01-30,14:19,14:19,0 days 00:00:00.000000000
2071,9024.0,1,1,1,1,14.98,SAINT PETERS,MO,US,2018-01-30,2018-01-30,15:28,15:28,0 days 00:00:00.000000000
2072,9025.0,1,1,1,1,14.98,CANDLER,NC,US,2018-01-27,2018-01-27,9:08,9:08,0 days 00:00:00.000000000
2073,9026.0,1,1,1,1,14.98,ISSAQUAH,WA,US,2018-01-30,2018-01-30,17:32,17:32,0 days 00:00:00.000000000
2074,9027.0,1,1,1,1,14.98,LAS VEGAS,NV,US,2018-01-31,2018-01-31,9:35,9:35,0 days 00:00:00.000000000
2075,9028.0,1,1,1,1,14.98,Auburn,WA,US,2018-01-31,2018-01-31,11:18,11:18,0 days 00:00:00.000000000
2076,9029.0,1,1,1,1,14.98,APO,AE,US,2018-01-30,2018-01-30,10:08,10:08,0 days 00:00:00.000000000
2077,9030.0,1,1,1,1,14.98,Kentfield,CA,US,2018-01-30,2018-01-30,18:23,18:23,0 days 00:00:00.000000000
2078,9031.0,1,1,1,1,14.98,WOODBURY,NY,US,2018-01-29,2018-01-29,18:40,18:40,0 days 00:00:00.000000000
2079,9032.0,1,1,1,1,14.98,DEMAREST,NJ,US,2018-01-30,2018-01-30,5:39,5:39,0 days 00:00:00.000000000
2080,9033.0,1,1,1,1,14.98,CAMBRIDGE,MA,US,2018-01-30,2018-01-30,6:55,6:55,0 days 00:00:00.000000000
2081,9034.0,1,1,1,1,14.98,CHICAGO,IL,US,2018-01-30,2018-01-30,16:52,16:52,0 days 00:00:00.000000000
2082,9035.0,1,1,1,1,14.98,CHESAPEAKE,VA,US,2018-01-30,2018-01-30,9:29,9:29,0 days 00:00:00.000000000
2083,9036.0,1,1,1,1,14.98,SANTA MONICA,CA,US,2018-01-31,2018-01-31,17:09,17:09,0 days 00:00:00.000000000
2084,9037.0,1,1,1,1,14.98,BANDERA,TX,US,2018-01-31,2018-01-31,10:58,10:58,0 days 00:00:00.000000000
2085,9038.0,1,1,1,1,16.98,Cerritos,CA,US,2018-01-29,2018-01-29,22:22,22:22,0 days 00:00:00.000000000
2086,9039.0,2,1,2,2,28.96,LAGUNA BEACH,CA,US,2018-01-30,2018-04-18,22:14,21:51,78 days 00:00:00.000000000
2087,9040.0,1,1,1,1,14.98,reserve,LA,US,2018-01-31,2018-01-31,8:54,8:54,0 days 00:00:00.000000000
2088,9041.0,1,1,1,1,14.98,Franklin,MA,US,2018-01-30,2018-01-30,21:39,21:39,0 days 00:00:00.000000000
2089,9042.0,1,1,1,1,14.98,METAIRIE,LA,US,2018-01-31,2018-01-31,7:28,7:28,0 days 00:00:00.000000000
2090,9043.0,1,1,1,1,16.98,Los Angeles,CA,US,2018-01-29,2018-01-29,20:30,20:30,0 days 00:00:00.000000000
2091,9044.0,1,1,1,1,14.98,Ione,OR,US,2018-01-28,2018-01-28,13:35,13:35,0 days 00:00:00.000000000
2092,9045.0,1,1,1,1,14.98,WEST BLOOMFIELD,MI,US,2018-01-31,2018-01-31,16:26,16:26,0 days 00:00:00.000000000
2093,9046.0,1,1,1,1,14.98,Delaware,OH,US,2018-01-31,2018-01-31,4:58,4:58,0 days 00:00:00.000000000
2094,9047.0,1,1,1,1,14.98,HARWOOD,TX,US,2018-01-27,2018-01-27,8:49,8:49,0 days 00:00:00.000000000
2095,9048.0,1,1,2,1,29.96,BARGERSVILLE,IN,US,2018-01-29,2018-01-29,13:48,13:48,0 days 00:00:00.000000000
2096,9049.0,1,1,1,1,14.98,DEARBORN,MI,US,2018-01-28,2018-01-28,20:00,20:00,0 days 00:00:00.000000000
2097,9050.0,1,1,1,1,14.98,CARLSBAD,CA,US,2018-01-31,2018-01-31,14:12,14:12,0 days 00:00:00.000000000
2098,9051.0,1,1,1,1,14.98,SAN FRANCISCO,CA,US,2018-01-31,2018-01-31,19:40,19:40,0 days 00:00:00.000000000
2099,9052.0,1,1,1,1,14.98,TARRYTOWN,NY,US,2018-01-31,2018-01-31,16:14,16:14,0 days 00:00:00.000000000
2100,9053.0,1,1,1,1,14.98,Raleigh,NC,US,2018-01-31,2018-01-31,13:58,13:58,0 days 00:00:00.000000000
2101,9054.0,1,1,1,1,14.98,Hamilton,NY,US,2018-01-31,2018-01-31,5:46,5:46,0 days 00:00:00.000000000
2102,9055.0,1,1,1,1,14.98,Modesto,CA,US,2018-01-30,2018-01-30,9:12,9:12,0 days 00:00:00.000000000
2103,9056.0,1,1,1,1,14.98,SAINT HELENS,OR,US,2018-01-31,2018-01-31,19:52,19:52,0 days 00:00:00.000000000
2104,9057.0,1,1,1,1,14.98,SAN RAMON,CA,US,2018-01-30,2018-01-30,22:57,22:57,0 days 00:00:00.000000000
2105,9058.0,1,1,1,1,14.98,CHARLESTON,SC,US,2018-01-30,2018-01-30,12:07,12:07,0 days 00:00:00.000000000
2106,9059.0,1,1,1,1,14.98,SANDUSKY,OH,US,2018-01-30,2018-01-30,16:59,16:59,0 days 00:00:00.000000000
2107,9060.0,1,1,1,1,14.98,LAKE LURE,NC,US,2018-01-24,2018-01-24,11:34,11:34,0 days 00:00:00.000000000
2108,9061.0,1,1,1,1,14.98,Katy,TX,US,2018-01-31,2018-01-31,3:44,3:44,0 days 00:00:00.000000000
2109,9062.0,1,1,1,1,14.98,STONY BROOK,NY,US,2018-01-31,2018-01-31,7:49,7:49,0 days 00:00:00.000000000
2110,9063.0,1,1,1,1,14.98,FORT WORTH,TX,US,2018-01-31,2018-01-31,19:34,19:34,0 days 00:00:00.000000000
2111,9064.0,1,1,1,1,14.98,SUNLAND,CA,US,2018-01-31,2018-01-31,23:25,23:25,0 days 00:00:00.000000000
2112,9065.0,1,1,1,1,14.98,BRASELTON,GA,US,2018-01-31,2018-01-31,7:27,7:27,0 days 00:00:00.000000000
2113,9066.0,1,1,1,1,14.98,WEST RUTLAND,VT,US,2018-01-20,2018-01-20,9:57,9:57,0 days 00:00:00.000000000
2114,9067.0,1,1,1,1,14.98,media,PA,US,2018-01-28,2018-01-28,10:38,10:38,0 days 00:00:00.000000000
2115,9068.0,1,1,1,1,14.98,NEWARK,DE,US,2018-01-31,2018-01-31,9:58,9:58,0 days 00:00:00.000000000
2116,9069.0,1,1,1,1,14.98,WRIGHT CITY,MO,US,2018-01-31,2018-01-31,5:12,5:12,0 days 00:00:00.000000000
2117,9070.0,1,1,1,1,16.98,BOSTON,MA,US,2018-01-31,2018-01-31,16:08,16:08,0 days 00:00:00.000000000
2118,9071.0,1,1,1,1,14.98,APO,AP,US,2018-01-29,2018-01-29,4:15,4:15,0 days 00:00:00.000000000
2119,9072.0,1,1,1,1,14.98,HOLLY SPRINGS,NC,US,2018-01-30,2018-01-30,19:12,19:12,0 days 00:00:00.000000000
2120,9073.0,1,1,1,1,14.98,GLEN BURNIE,MD,US,2018-01-31,2018-01-31,15:51,15:51,0 days 00:00:00.000000000
2121,9074.0,1,1,1,1,14.98,LAND O LAKES,FL,US,2018-01-24,2018-01-24,14:18,14:18,0 days 00:00:00.000000000
2122,9075.0,1,1,1,1,16.98,MIAMI,FL,US,2018-01-31,2018-01-31,6:57,6:57,0 days 00:00:00.000000000
2123,9076.0,1,1,1,1,14.98,IRVINE,CA,US,2018-02-01,2018-02-01,2:19,2:19,0 days 00:00:00.000000000
2124,9077.0,1,1,1,1,14.98,MOBERLY,MO,US,2018-01-26,2018-01-26,4:56,4:56,0 days 00:00:00.000000000
2125,9078.0,1,1,1,1,14.98,ANGELS CAMP,CA,US,2018-01-31,2018-01-31,12:32,12:32,0 days 00:00:00.000000000
2126,9079.0,1,1,1,1,14.98,LITTLETON,CO,US,2018-01-30,2018-01-30,18:40,18:40,0 days 00:00:00.000000000
2127,9080.0,1,1,1,1,14.98,Gaithersburg,MD,US,2018-02-01,2018-02-01,6:06,6:06,0 days 00:00:00.000000000
2128,9081.0,1,1,1,1,14.98,Silver Spring,MD,US,2018-01-31,2018-01-31,9:49,9:49,0 days 00:00:00.000000000
2129,9082.0,1,1,1,1,14.98,Sarasota,FL,US,2018-01-31,2018-01-31,8:23,8:23,0 days 00:00:00.000000000
2130,9083.0,3,1,3,3,44.94,GLOVERSVILLE,NY,US,2018-01-29,2018-03-08,12:54,21:42,38 days 00:00:00.000000000
2131,9085.0,1,1,1,1,14.98,HARTFORD,CT,US,2018-01-30,2018-01-30,23:32,23:32,0 days 00:00:00.000000000
2132,9086.0,1,1,1,1,14.98,INDIAN SHORES,FL,US,2018-01-31,2018-01-31,13:50,13:50,0 days 00:00:00.000000000
2133,9087.0,1,1,1,1,16.98,DALLAS,TX,US,2018-01-24,2018-01-24,15:38,15:38,0 days 00:00:00.000000000
2134,9088.0,1,1,1,1,14.98,WASHINGTON,DC,US,2018-02-01,2018-02-01,3:38,3:38,0 days 00:00:00.000000000
2135,9089.0,1,1,1,1,14.98,OAKLAND,CA,US,2018-02-01,2018-02-01,8:49,8:49,0 days 00:00:00.000000000
2136,9090.0,1,1,1,1,14.98,SUNNYVALE,CA,US,2018-01-31,2018-01-31,16:20,16:20,0 days 00:00:00.000000000
2137,9091.0,1,1,1,1,14.98,PALATINE,IL,US,2018-01-31,2018-01-31,10:36,10:36,0 days 00:00:00.000000000
2138,9092.0,1,1,1,1,14.98,HOUSTON,TX,US,2018-01-31,2018-01-31,7:07,7:07,0 days 00:00:00.000000000
2139,9093.0,1,1,1,1,14.98,NEW ORLEANS,LA,US,2018-02-01,2018-02-01,9:15,9:15,0 days 00:00:00.000000000
2140,9094.0,1,1,1,1,14.98,VALLEJO,CA,US,2018-01-31,2018-01-31,10:37,10:37,0 days 00:00:00.000000000
2141,9095.0,1,1,1,1,14.98,LITTLETON,CO,US,2018-01-30,2018-01-30,9:30,9:30,0 days 00:00:00.000000000
2142,9096.0,1,1,1,1,14.98,SAN FRANCISCO,CA,US,2018-01-31,2018-01-31,19:24,19:24,0 days 00:00:00.000000000
2143,9097.0,1,1,1,1,14.98,SAN JOSE,CA,US,2018-01-26,2018-01-26,12:04,12:04,0 days 00:00:00.000000000
2144,9098.0,1,1,1,1,14.98,RIVERSIDE,CT,US,2018-02-01,2018-02-01,7:13,7:13,0 days 00:00:00.000000000
2145,9099.0,1,1,1,1,14.98,BROOKLYN,NY,US,2018-01-31,2018-01-31,12:48,12:48,0 days 00:00:00.000000000
2146,9100.0,1,1,1,1,14.98,ROANOKE,TX,US,2018-01-30,2018-01-30,19:19,19:19,0 days 00:00:00.000000000
2147,9101.0,1,1,1,1,14.98,MESA,AZ,US,2018-01-31,2018-01-31,10:13,10:13,0 days 00:00:00.000000000
2148,9102.0,1,1,1,1,14.98,SACRAMENTO,CA,US,2018-01-31,2018-01-31,19:28,19:28,0 days 00:00:00.000000000
2149,9103.0,1,1,1,1,14.98,BREMERTON,WA,US,2018-01-31,2018-01-31,18:34,18:34,0 days 00:00:00.000000000
2150,9105.0,1,1,1,1,14.98,LOS ANGELES,CA,US,2018-02-01,2018-02-01,0:24,0:24,0 days 00:00:00.000000000
2151,9106.0,1,1,1,1,14.98,WARWICK,NY,US,2018-02-01,2018-02-01,12:04,12:04,0 days 00:00:00.000000000
2152,9107.0,2,1,2,2,29.96,New York,NY,US,2018-02-01,2018-04-08,9:35,11:40,66 days 00:00:00.000000000
2153,9108.0,1,1,1,1,14.98,Okemos,MI,US,2018-01-31,2018-01-31,16:06,16:06,0 days 00:00:00.000000000
2154,9109.0,1,1,1,1,14.98,WYANDOTTE,MI,US,2018-02-01,2018-02-01,17:54,17:54,0 days 00:00:00.000000000
2155,9110.0,1,1,1,1,14.98,clarkston,MI,US,2018-02-01,2018-02-01,15:36,15:36,0 days 00:00:00.000000000
2156,9111.0,1,1,1,1,14.98,MONROE,MI,US,2018-01-30,2018-01-30,19:34,19:34,0 days 00:00:00.000000000
2157,9112.0,1,1,1,1,14.98,PINEHURST,NC,US,2018-02-01,2018-02-01,18:12,18:12,0 days 00:00:00.000000000
2158,9113.0,1,1,1,1,16.98,TAMPA,FL,US,2018-02-01,2018-02-01,13:27,13:27,0 days 00:00:00.000000000
2159,9114.0,1,1,1,1,14.98,VANCOUVER,WA,US,2018-02-01,2018-02-01,19:20,19:20,0 days 00:00:00.000000000
2160,9115.0,1,1,1,1,14.98,Aransas Pass,TX,US,2018-02-01,2018-02-01,11:51,11:51,0 days 00:00:00.000000000
2161,9116.0,1,1,1,1,14.98,LINWOOD,NJ,US,2018-02-01,2018-02-01,14:12,14:12,0 days 00:00:00.000000000
2162,9117.0,1,1,1,1,14.98,LOS ANGELES,CA,US,2018-02-01,2018-02-01,16:34,16:34,0 days 00:00:00.000000000
2163,9118.0,1,1,1,1,14.98,Southampton,NY,US,2018-02-01,2018-02-01,14:07,14:07,0 days 00:00:00.000000000
2164,9119.0,1,1,1,1,14.98,DETROIT,MI,US,2018-02-01,2018-02-01,16:34,16:34,0 days 00:00:00.000000000
2165,9120.0,1,1,1,1,14.98,LITCHFIELD,CT,US,2018-02-01,2018-02-01,13:26,13:26,0 days 00:00:00.000000000
2166,9121.0,1,1,1,1,14.98,Boulder creek,CA,US,2018-01-31,2018-01-31,23:06,23:06,0 days 00:00:00.000000000
2167,9122.0,1,1,1,1,14.98,NEWBURYPORT,MA,US,2018-02-01,2018-02-01,12:16,12:16,0 days 00:00:00.000000000
2168,9123.0,1,1,1,1,14.98,BRIDGEWATER,MA,US,2018-02-01,2018-02-01,9:05,9:05,0 days 00:00:00.000000000
2169,9124.0,1,1,1,1,14.98,DEXTER,MI,US,2018-01-28,2018-01-28,20:26,20:26,0 days 00:00:00.000000000
2170,9125.0,1,1,1,1,14.98,ARLINGTON,VA,US,2018-02-01,2018-02-01,0:48,0:48,0 days 00:00:00.000000000
2171,9126.0,1,1,1,1,14.98,JERSEY CITY,NJ,US,2018-02-01,2018-02-01,7:09,7:09,0 days 00:00:00.000000000
2172,9127.0,1,1,1,1,14.98,YORBA LINDA,CA,US,2018-02-01,2018-02-01,20:17,20:17,0 days 00:00:00.000000000
2173,9128.0,1,1,1,1,14.98,ROCHESTER,MI,US,2018-02-01,2018-02-01,13:37,13:37,0 days 00:00:00.000000000
2174,9129.0,1,1,1,1,14.98,KINGSTON,MA,US,2018-02-01,2018-02-01,2:45,2:45,0 days 00:00:00.000000000
2175,9130.0,1,1,1,1,14.98,Lake Havasu City,AZ,US,2018-02-01,2018-02-01,20:15,20:15,0 days 00:00:00.000000000
2176,9131.0,1,1,1,1,16.98,BROOKLYN,NY,US,2018-02-02,2018-02-02,6:54,6:54,0 days 00:00:00.000000000
2177,9132.0,1,1,1,1,14.98,NEW YORK,NY,US,2018-02-01,2018-02-01,10:20,10:20,0 days 00:00:00.000000000
2178,9133.0,1,1,1,1,14.98,KAPAA,HI,US,2018-02-01,2018-02-01,1:46,1:46,0 days 00:00:00.000000000
2179,9134.0,1,1,1,1,14.98,VALDEZ,AK,US,2018-01-31,2018-01-31,8:16,8:16,0 days 00:00:00.000000000
2180,9135.0,1,1,1,1,14.98,JACKSONVILLE,NC,US,2018-02-01,2018-02-01,20:33,20:33,0 days 00:00:00.000000000
2181,9136.0,1,1,1,1,14.98,North Berwick,ME,US,2018-01-31,2018-01-31,13:08,13:08,0 days 00:00:00.000000000
2182,9137.0,1,1,1,1,14.98,GERMANTOWN,MD,US,2018-02-01,2018-02-01,9:32,9:32,0 days 00:00:00.000000000
2183,9138.0,1,1,1,1,16.98,JUNEAU,AK,US,2018-02-01,2018-02-01,12:54,12:54,0 days 00:00:00.000000000
2184,9139.0,1,1,1,1,14.98,FOSTER CITY,CA,US,2018-02-02,2018-02-02,11:26,11:26,0 days 00:00:00.000000000
2185,9140.0,1,1,1,1,14.98,ORLANDO,FL,US,2018-02-01,2018-02-01,9:50,9:50,0 days 00:00:00.000000000
2186,9141.0,1,1,1,1,14.98,LIVINGSTON,NJ,US,2018-02-01,2018-02-01,10:03,10:03,0 days 00:00:00.000000000
2187,9142.0,1,1,1,1,14.98,SECAUCUS,NJ,US,2018-01-27,2018-01-27,23:53,23:53,0 days 00:00:00.000000000
2188,9144.0,1,1,1,1,14.98,DEER PARK,NY,US,2018-02-01,2018-02-01,20:14,20:14,0 days 00:00:00.000000000
2189,9145.0,1,1,2,1,29.96,Bargersville,IN,US,2018-01-31,2018-01-31,9:47,9:47,0 days 00:00:00.000000000
2190,9146.0,3,1,3,3,44.94,NEW YORK,NY,US,2018-01-31,2018-03-25,19:45,20:41,53 days 00:00:00.000000000
2191,9147.0,1,1,1,1,14.98,BOZEMAN,MT,US,2018-01-31,2018-01-31,16:03,16:03,0 days 00:00:00.000000000
2192,9149.0,1,1,1,1,16.98,Portland,OR,US,2018-02-02,2018-02-02,11:03,11:03,0 days 00:00:00.000000000
2193,9150.0,1,1,1,1,14.98,LOS ANGELES,CA,US,2018-02-02,2018-02-02,0:34,0:34,0 days 00:00:00.000000000
2194,9151.0,1,1,1,1,14.98,SALEM,OR,US,2018-02-01,2018-02-01,10:35,10:35,0 days 00:00:00.000000000
2195,9152.0,1,1,1,1,14.98,SEVERANCE,CO,US,2018-02-02,2018-02-02,12:36,12:36,0 days 00:00:00.000000000
2196,9153.0,1,1,1,1,14.98,REISTERSTOWN,MD,US,2018-02-01,2018-02-01,6:25,6:25,0 days 00:00:00.000000000
2197,9154.0,1,1,1,1,16.98,CORAL GABLES,FL,US,2018-02-02,2018-02-02,10:37,10:37,0 days 00:00:00.000000000
2198,9155.0,1,1,1,1,14.98,CRESTVIEW,FL,US,2018-02-02,2018-02-02,8:31,8:31,0 days 00:00:00.000000000
2199,9156.0,1,1,1,1,14.98,NEW YORK,NY,US,2018-02-02,2018-02-02,12:13,12:13,0 days 00:00:00.000000000
2200,9157.0,1,1,1,1,14.98,Brooklyn,NY,US,2018-02-02,2018-02-02,9:23,9:23,0 days 00:00:00.000000000
2201,9158.0,1,1,1,1,14.98,CHANDLER,AZ,US,2018-02-02,2018-02-02,11:48,11:48,0 days 00:00:00.000000000
2202,9159.0,1,1,1,1,14.98,Beaverton,OR,US,2018-02-02,2018-02-02,13:22,13:22,0 days 00:00:00.000000000
2203,9160.0,1,1,1,1,14.98,Everett,WA,US,2018-02-02,2018-02-02,1:11,1:11,0 days 00:00:00.000000000
2204,9161.0,1,1,1,1,14.98,MOORESVILLE,NC,US,2018-02-02,2018-02-02,5:38,5:38,0 days 00:00:00.000000000
2205,9162.0,1,1,1,1,14.98,SAN DIEGO,CA,US,2018-02-01,2018-02-01,20:29,20:29,0 days 00:00:00.000000000
2206,9163.0,1,1,1,1,14.98,ELGIN,IL,US,2018-02-02,2018-02-02,15:23,15:23,0 days 00:00:00.000000000
2207,9164.0,1,1,1,1,14.98,BEDFORD,OH,US,2018-01-26,2018-01-26,1:43,1:43,0 days 00:00:00.000000000
2208,9165.0,1,1,1,1,14.98,Carmel,NY,US,2018-01-27,2018-01-27,14:52,14:52,0 days 00:00:00.000000000
2209,9166.0,1,1,1,1,14.98,Metairie,LA,US,2018-02-02,2018-02-02,10:40,10:40,0 days 00:00:00.000000000
2210,9167.0,1,1,1,1,14.98,Garland,TX,US,2018-02-02,2018-02-02,9:13,9:13,0 days 00:00:00.000000000
2211,9168.0,1,1,1,1,14.98,Irving,TX,US,2018-02-01,2018-02-01,19:46,19:46,0 days 00:00:00.000000000
2212,9169.0,1,1,1,1,14.98,MANCHESTER,NH,US,2018-02-02,2018-02-02,11:09,11:09,0 days 00:00:00.000000000
2213,9170.0,1,1,1,1,14.98,Bethlehem,PA,US,2018-02-02,2018-02-02,7:30,7:30,0 days 00:00:00.000000000
2214,9171.0,1,1,1,1,14.98,MORGANTOWN,WV,US,2018-02-02,2018-02-02,18:05,18:05,0 days 00:00:00.000000000
2215,9172.0,1,1,1,1,16.98,PHOENIX,AZ,US,2018-02-01,2018-02-01,15:25,15:25,0 days 00:00:00.000000000
2216,9173.0,1,1,1,1,14.98,NEW SMYRNA BEACH,FL,US,2018-02-02,2018-02-02,14:26,14:26,0 days 00:00:00.000000000
2217,9174.0,1,1,1,1,16.98,APPLE VALLEY,CA,US,2018-02-02,2018-02-02,11:49,11:49,0 days 00:00:00.000000000
2218,9175.0,1,1,1,1,14.98,TIFTON,GA,US,2018-02-02,2018-02-02,6:27,6:27,0 days 00:00:00.000000000
2219,9176.0,1,1,1,1,14.98,JOHNS CREEK,GA,US,2018-01-27,2018-01-27,20:15,20:15,0 days 00:00:00.000000000
2220,9177.0,1,1,1,1,14.98,LA JOLLA,CA,US,2018-01-27,2018-01-27,18:22,18:22,0 days 00:00:00.000000000
2221,9178.0,1,1,1,1,14.98,SELBYVILLE,DE,US,2018-01-31,2018-01-31,20:26,20:26,0 days 00:00:00.000000000
2222,9179.0,1,1,1,1,14.98,LAKEMOOR,IL,US,2018-02-02,2018-02-02,22:01,22:01,0 days 00:00:00.000000000
2223,9180.0,1,1,1,1,14.98,MARBLE FALLS,TX,US,2018-02-02,2018-02-02,15:40,15:40,0 days 00:00:00.000000000
2224,9181.0,1,1,1,1,14.98,SARASOTA,FL,US,2018-02-02,2018-02-02,17:35,17:35,0 days 00:00:00.000000000
2225,9182.0,1,1,1,1,14.98,FT LAUDERDALE,FL,US,2018-02-03,2018-02-03,9:08,9:08,0 days 00:00:00.000000000
2226,9183.0,1,1,1,1,14.98,VALLEY STREAM,NY,US,2018-01-31,2018-01-31,11:07,11:07,0 days 00:00:00.000000000
2227,9184.0,1,1,1,1,14.98,EDGEWOOD,NM,US,2018-02-02,2018-02-02,16:35,16:35,0 days 00:00:00.000000000
2228,9185.0,1,1,1,1,14.98,ASHEVILLE,NC,US,2018-02-02,2018-02-02,17:26,17:26,0 days 00:00:00.000000000
2229,9186.0,1,1,1,1,14.98,PORT ORCHARD,WA,US,2018-02-02,2018-02-02,14:20,14:20,0 days 00:00:00.000000000
2230,9187.0,1,1,1,1,14.98,CANYON CITY,OR,US,2018-02-02,2018-02-02,16:56,16:56,0 days 00:00:00.000000000
2231,9188.0,1,1,1,1,14.98,BALTIMORE,MD,US,2018-02-02,2018-02-02,16:58,16:58,0 days 00:00:00.000000000
2232,9189.0,1,1,1,1,14.98,EDWARDS,CO,US,2018-02-02,2018-02-02,14:09,14:09,0 days 00:00:00.000000000
2233,9190.0,1,1,1,1,14.98,CORPUS CHRISTI,TX,US,2018-02-02,2018-02-02,20:09,20:09,0 days 00:00:00.000000000
2234,9191.0,1,1,1,1,14.98,GILBERT,AZ,US,2018-02-03,2018-02-03,11:54,11:54,0 days 00:00:00.000000000
2235,9192.0,1,1,1,1,14.98,FORT GEORGE G MEADE,MD,US,2018-02-02,2018-02-02,20:33,20:33,0 days 00:00:00.000000000
2236,9193.0,1,1,1,1,14.98,La Jolla,CA,US,2018-02-03,2018-02-03,0:24,0:24,0 days 00:00:00.000000000
