ClientId,# of Orders Placed,# Different products (SKUs) purchased,# of Items Purchased,Max Orders for one SKU,Total Value of all Orders Placed,City,OriginalState,State,Country,Phone,Real Email,Notes,Opt Out,LastPurchaseDate,FirstPurchaseDate
15635,1,1,1,1,13.98,HOPEWELL,VA,VA,US,,,,,2018-06-02 4:40,2018-06-02 4:40
15638,1,1,1,1,13.98,ALEXANDRIA,VA,VA,US,,,,,2018-06-04 11:26,2018-06-04 11:26
15640,1,1,1,1,13.98,HALEDON,NJ,NJ,US,,,,,2018-06-03 7:27,2018-06-03 7:27
15641,2,1,2,2,31.96,ASTORIA,NY,NY,US,,,,,2018-06-04 15:03,2018-06-04 14:59
15642,1,1,1,1,13.98,VIEQUES,PR,PR,US,,,,,2018-05-31 10:55,2018-05-31 10:55
15643,1,1,1,1,13.98,BROOKLYN,NY,NY,US,,,,,2018-06-04 20:32,2018-06-04 20:32
15645,1,1,1,1,13.98,NATICK,MA,MA,US,,,,,2018-06-04 14:50,2018-06-04 14:50
15646,1,1,1,1,13.98,New Paris,Oh,OH,US,,,,,2018-06-05 7:00,2018-06-05 7:00
15647,1,1,1,1,13.98,ISSAQUAH,WA,WA,US,,,,,2018-06-05 8:42,2018-06-05 8:42
15649,1,1,1,1,13.98,VIRGINIA BEACH,VA,VA,US,,,,,2018-06-05 11:20,2018-06-05 11:20
15650,1,1,1,1,13.98,HAMPTON,VA,VA,US,,,,,2018-06-05 12:15,2018-06-05 12:15
15651,1,1,1,1,13.98,NEWPORT NEWS,VA,VA,US,,,,,2018-06-05 8:52,2018-06-05 8:52
15652,1,1,1,1,13.98,STAFFORD,VA,VA,US,,,,,2018-06-03 11:19,2018-06-03 11:19
15653,1,1,1,1,13.98,CHARLOTTE,NC,NC,US,,,,,2018-06-04 16:18,2018-06-04 16:18
15654,1,1,1,1,13.98,WATERFORD,CT,CT,US,,,,,2018-06-05 13:59,2018-06-05 13:59
15655,1,1,1,1,13.98,Sevierville,TN,TN,US,,,,,2018-06-04 18:15,2018-06-04 18:15
15656,1,1,1,1,13.98,HADDON TOWNSHIP,NJ,NJ,US,,,,,2018-06-04 10:01,2018-06-04 10:01
15657,1,1,1,1,13.98,SAN DIEGO,CA,CA,US,,,,,2018-06-04 18:43,2018-06-04 18:43
15658,1,1,1,1,13.98,CHELMSFORD,MA,MA,US,,,,,2018-06-05 6:45,2018-06-05 6:45
15659,1,1,1,1,13.98,LEVITTOWN,PA,PA,US,,,,,2018-06-05 16:37,2018-06-05 16:37
15661,1,1,1,1,13.98,ARLINGTON HEIGHTS,IL,IL,US,,,,,2018-06-05 15:01,2018-06-05 15:01
15663,1,1,1,1,13.98,BAXLEY,GA,GA,US,,,,,2018-06-05 16:01,2018-06-05 16:01
15664,1,1,1,1,13.98,MILTON,FL,FL,US,,,,,2018-06-05 12:32,2018-06-05 12:32
15665,1,1,1,1,13.98,CAMDEN,ME,ME,US,,,,,2018-06-05 9:42,2018-06-05 9:42
15666,1,1,1,1,13.98,PASADENA,CA,CA,US,,,,,2018-06-04 9:33,2018-06-04 9:33
15668,1,1,1,1,13.98,SANTA CRUZ,CA,CA,US,,,,,2018-06-04 16:43,2018-06-04 16:43
15669,1,1,1,1,13.98,PERRY,IA,IA,US,,,,,2018-06-05 8:47,2018-06-05 8:47
15670,1,1,1,1,13.98,SCARSDALE,NY,NY,US,,,,,2018-06-05 15:02,2018-06-05 15:02
15671,2,1,2,2,28.96,BROOKLYN,NY,NY,US,,,,,2018-06-21 11:11,2018-06-04 17:12
15672,1,1,1,1,13.98,Gentry,Arkansas,AR,US,,,,,2018-06-05 3:53,2018-06-05 3:53
15673,1,1,1,1,13.98,PORT WASHINGTON,NY,NY,US,,,,,2018-06-05 11:57,2018-06-05 11:57
15675,1,1,1,1,13.98,PORT LUDLOW,WA,WA,US,,,,,2018-06-05 7:02,2018-06-05 7:02
15677,1,1,1,1,13.98,RIVERSIDE,CA,CA,US,,,,,2018-06-05 4:09,2018-06-05 4:09
15678,1,1,1,1,13.98,ALBANY,NY,NY,US,,,,,2018-06-05 19:53,2018-06-05 19:53
15679,1,1,1,1,13.98,MIAMI,FL,FL,US,,,,,2018-06-04 21:23,2018-06-04 21:23
15681,1,1,1,1,13.98,CHAPEL HILL,NC,NC,US,,,,,2018-06-05 16:13,2018-06-05 16:13
15682,1,1,1,1,13.98,HONOLULU,HI,HI,US,,,,,2018-06-03 21:25,2018-06-03 21:25
15683,1,1,1,1,13.98,SANFORD,FL,FL,US,,,,,2018-06-05 20:03,2018-06-05 20:03
15684,1,1,1,1,13.98,RENO,NV,NV,US,,,,,2018-06-05 22:20,2018-06-05 22:20
15687,1,1,1,1,13.98,LANCASTER,CA,CA,US,,,,,2018-06-05 16:05,2018-06-05 16:05
15688,1,1,1,1,13.98,Waldwick,NJ,NJ,US,,,,,2018-06-05 18:44,2018-06-05 18:44
15689,1,1,1,1,13.98,CANAL WINCHESTER,OH,OH,US,,,,,2018-06-05 18:33,2018-06-05 18:33
15691,1,1,1,1,13.98,CLARKSTON,MI,MI,US,,,,,2018-06-05 9:14,2018-06-05 9:14
15692,1,1,1,1,13.98,Dix Hills,NY,NY,US,,,,,2018-06-05 22:08,2018-06-05 22:08
15693,1,1,1,1,13.98,PORTLAND,OR,OR,US,,,,,2018-06-04 13:00,2018-06-04 13:00
15694,1,1,1,1,13.98,Miami,FL,FL,US,,,,,2018-06-05 12:51,2018-06-05 12:51
15695,1,1,1,1,13.98,HOLLISTER,CA,CA,US,,,,,2018-06-05 12:05,2018-06-05 12:05
15696,1,1,1,1,13.98,BAYTOWN,TX,TX,US,,,,,2018-06-05 13:21,2018-06-05 13:21
15699,1,1,1,1,13.98,FULLERTON,CA,CA,US,,,,,2018-06-05 17:07,2018-06-05 17:07
15700,3,1,3,3,42.94,CORONADO,CA,CA,US,,,,,2018-07-10 11:42,2018-06-03 11:39
15701,1,1,1,1,13.98,ALEXANDRIA,VA,VA,US,,,,,2018-06-05 14:26,2018-06-05 14:26
15702,1,1,1,1,13.98,San Juan,Puerto Rico,-,PR,,,,,2018-06-01 2:49,2018-06-01 2:49
15703,1,1,1,1,13.98,Atlanta,GA,GA,US,,,,,2018-06-05 20:51,2018-06-05 20:51
15704,1,1,1,1,13.98,MADISON,CT,CT,US,,,,,2018-06-06 8:25,2018-06-06 8:25
15705,1,1,1,1,13.98,Berlin,Maryland,MD,US,,,,,2018-06-06 7:51,2018-06-06 7:51
15706,1,1,1,1,13.98,CINCINNATI,OH,OH,US,,,,,2018-06-05 10:46,2018-06-05 10:46
15707,2,1,2,2,27.96,AVONDALE,AZ,AZ,US,,,,,2018-06-05 11:52,2018-06-05 11:21
15708,1,1,1,1,13.98,NEWTOWN,CT,CT,US,,,,,2018-06-05 12:42,2018-06-05 12:42
15709,1,1,1,1,13.98,PASADENA,CA,CA,US,,,,,2018-06-06 9:38,2018-06-06 9:38
15710,1,1,1,1,13.98,Los Angeles,CA,CA,US,,,,,2018-06-04 17:29,2018-06-04 17:29
15712,1,1,1,1,13.98,SAN FRANCISCO,CALIFORNIA,CA,US,,,,,2018-06-05 15:59,2018-06-05 15:59
15714,1,1,1,1,13.98,BUFFALO,NY,NY,US,,,,,2018-06-03 13:44,2018-06-03 13:44
15715,1,1,1,1,13.98,DETROIT,MI,MI,US,,,,,2018-06-05 13:33,2018-06-05 13:33
15716,1,1,1,1,13.98,HOUSTON,TX,TX,US,,,,,2018-06-06 8:07,2018-06-06 8:07
15717,1,1,1,1,13.98,ALLEN,TX,TX,US,,,,,2018-06-05 19:10,2018-06-05 19:10
15718,1,1,1,1,13.98,JACKSONVILLE,FL,FL,US,,,,,2018-06-05 9:43,2018-06-05 9:43
15719,1,1,1,1,13.98,LOS ANGELES,CA,CA,US,,,,,2018-06-05 18:18,2018-06-05 18:18
15720,1,1,1,1,13.98,SEATTLE,WA,WA,US,,,,,2018-06-05 19:05,2018-06-05 19:05
15721,1,1,1,1,13.98,dundee,or,OR,US,,,,,2018-06-06 16:48,2018-06-06 16:48
15722,1,1,1,1,13.98,FREMONT,CA,CA,US,,,,,2018-06-06 18:17,2018-06-06 18:17
15723,1,1,1,1,13.98,CHICAGO,IL,IL,US,,,,,2018-06-06 15:22,2018-06-06 15:22
15724,1,1,1,1,13.98,NORTH CHARLESTON,SC,SC,US,,,,,2018-06-06 8:28,2018-06-06 8:28
15725,1,1,1,1,13.98,LADSON,SC,SC,US,,,,,2018-06-06 10:32,2018-06-06 10:32
15726,3,1,3,3,43.94,Chapel HIll,NC,NC,US,,,,,2018-09-10 11:10,2018-06-06 11:53
15727,1,1,1,1,13.98,DEARBORN,MI,MI,US,,,,,2018-06-06 2:41,2018-06-06 2:41
15729,1,1,1,1,13.98,GREENVILLE,SC,SC,US,,,,,2018-06-06 18:53,2018-06-06 18:53
15730,1,1,1,1,13.98,HOPE MILLS,NC,NC,US,,,,,2018-06-06 17:31,2018-06-06 17:31
15731,1,1,1,1,15.98,MUNSTER,IN,IN,US,,,,,2018-06-06 8:56,2018-06-06 8:56
15732,1,1,1,1,13.98,MIAMI,FL,FL,US,,,,,2018-06-03 20:50,2018-06-03 20:50
15733,1,1,1,1,13.98,CHICAGO,IL,IL,US,,,,,2018-06-06 19:05,2018-06-06 19:05
15734,1,1,1,1,13.98,SAN JOSE,CA,CA,US,,,,,2018-06-06 17:48,2018-06-06 17:48
15735,1,1,1,1,13.98,LOS ANGELES,CA,CA,US,,,,,2018-06-06 9:31,2018-06-06 9:31
15737,1,1,1,1,13.98,ALPHARETTA,GA,GA,US,,,,,2018-06-05 21:26,2018-06-05 21:26
15740,1,1,1,1,13.98,MARGATE CITY,NJ,NJ,US,,,,,2018-06-06 8:51,2018-06-06 8:51
15741,1,1,1,1,13.98,MIAMI,FL,FL,US,,,,,2018-06-05 10:30,2018-06-05 10:30
15742,1,1,2,1,27.96,FREDERICKSBURG,TX,TX,US,,,,,2018-06-04 14:21,2018-06-04 14:21
15743,1,1,1,1,13.98,SAN FRANCISCO,CA,CA,US,,,,,2018-06-06 9:27,2018-06-06 9:27
15744,1,1,1,1,13.98,CAPE CORAL,FL,FL,US,,,,,2018-06-06 13:15,2018-06-06 13:15
15746,1,1,1,1,13.98,BONITA SPRINGS,FL,FL,US,,,,,2018-06-06 17:13,2018-06-06 17:13
15747,1,1,1,1,13.98,Philadelphia,PA,PA,US,,,,,2018-06-06 20:24,2018-06-06 20:24
15749,1,1,1,1,13.98,PINELLAS PARK,FL,FL,US,,,,,2018-06-06 11:32,2018-06-06 11:32
15750,1,1,1,1,13.98,TOOELE,UT,UT,US,,,,,2018-06-05 18:02,2018-06-05 18:02
15751,1,1,1,1,13.98,RICHMOND,TX,TX,US,,,,,2018-05-19 16:57,2018-05-19 16:57
15754,1,1,1,1,13.98,SPOKANE,WA,WA,US,,,,,2018-06-05 16:38,2018-06-05 16:38
15755,1,1,1,1,13.98,PHOENIX,AZ,AZ,US,,,,,2018-06-06 13:35,2018-06-06 13:35
15756,1,1,1,1,13.98,NEW YORK,NY,NY,US,,,,,2018-06-06 14:04,2018-06-06 14:04
15757,1,1,1,1,13.98,MIDDLETOWN,NY,NY,US,,,,,2018-06-07 11:13,2018-06-07 11:13
15758,1,1,1,1,13.98,WHEATON,IL,IL,US,,,,,2018-06-06 20:46,2018-06-06 20:46
15759,1,1,1,1,13.98,HOUSTON,TX,TX,US,,,,,2018-06-05 22:17,2018-06-05 22:17
15760,1,1,1,1,13.98,CENTRAL ISLIP,NY,NY,US,,,,,2018-06-06 23:15,2018-06-06 23:15
15761,1,1,1,1,13.98,ANTWERP,NY,NY,US,,,,,2018-06-06 12:07,2018-06-06 12:07
15762,1,1,1,1,13.98,SUNNYVALE,CA,CA,US,,,,,2018-06-06 21:27,2018-06-06 21:27
15763,1,1,1,1,13.98,DALLAS,TX,TX,US,,,,,2018-06-07 12:17,2018-06-07 12:17
15764,1,1,1,1,13.98,NORTH LAS VEGAS,NV,NV,US,,,,,2018-06-06 11:03,2018-06-06 11:03
15765,1,1,1,1,13.98,CARROLLTON,GA,GA,US,,,,,2018-06-03 10:00,2018-06-03 10:00
15766,1,1,1,1,13.98,PHOENIX,AZ,AZ,US,,,,,2018-06-07 14:31,2018-06-07 14:31
15767,1,1,2,1,27.96,CITRUS HEIGHTS,CA,CA,US,,,,,2018-06-06 16:09,2018-06-06 16:09
15768,1,1,1,1,13.98,PLEASANTON,CA,CA,US,,,,,2018-06-06 22:43,2018-06-06 22:43
15769,1,1,1,1,13.98,ROCHESTER,NY,NY,US,,,,,2018-06-07 10:26,2018-06-07 10:26
15770,1,1,1,1,13.98,HOUSTON,TX,TX,US,,,,,2018-06-07 15:12,2018-06-07 15:12
15771,1,1,1,1,13.98,NEWARK,CA,CA,US,,,,,2018-06-06 17:45,2018-06-06 17:45
15772,1,1,1,1,13.98,Grosse Pointe Park,MI,MI,US,,,,,2018-06-07 9:30,2018-06-07 9:30
15773,1,1,1,1,13.98,SAN DIEGO,CA,CA,US,,,,,2018-06-06 13:55,2018-06-06 13:55
15774,1,1,1,1,13.98,EL CAJON,CA,CA,US,,,,,2018-06-06 8:51,2018-06-06 8:51
15775,1,1,1,1,13.98,LOS ANGELES,CA,CA,US,,,,,2018-06-07 9:56,2018-06-07 9:56
15776,1,1,1,1,13.98,San Diego,California,CA,US,,,,,2018-06-06 22:56,2018-06-06 22:56
15778,1,1,1,1,13.98,Fort Wayne,IN,IN,US,,,,,2018-06-06 19:38,2018-06-06 19:38
15779,1,1,1,1,13.98,ATLANTA,GA,GA,US,,,,,2018-06-07 4:33,2018-06-07 4:33
15780,1,1,1,1,13.98,Davis,CA,CA,US,,,,,2018-06-07 9:34,2018-06-07 9:34
15781,1,1,1,1,13.98,DUDLEY,MA,MA,US,,,,,2018-06-07 15:14,2018-06-07 15:14
15782,1,1,1,1,13.98,Ashburn,VA,VA,US,,,,,2018-06-07 13:02,2018-06-07 13:02
15783,1,1,1,1,13.98,FLUSHING,NY,NY,US,,,,,2018-06-07 9:45,2018-06-07 9:45
15784,2,1,2,2,28.96,elmwood park,NJ,NJ,US,,,,,2018-07-15 9:39,2018-06-07 9:38
15785,1,1,1,1,13.98,HACKENSACK,NJ,NJ,US,,,,,2018-06-07 0:57,2018-06-07 0:57
15786,1,1,1,1,15.98,JAMAICA,NY,NY,US,,,,,2018-06-07 16:25,2018-06-07 16:25
15787,1,1,2,1,27.96,SAN LEANDRO,CA,CA,US,,,,,2018-06-07 16:04,2018-06-07 16:04
15788,1,1,1,1,13.98,PITTSBURGH,PA,PA,US,,,,,2018-06-07 15:47,2018-06-07 15:47
15789,1,1,1,1,13.98,GLASTONBURY,CONNECTICUT,CT,US,,,,,2018-06-07 8:49,2018-06-07 8:49
15790,1,1,1,1,13.98,RED LION,PA,PA,US,,,,,2018-06-07 6:53,2018-06-07 6:53
15791,1,1,1,1,13.98,OAK RIDGE,NC,NC,US,,,,,2018-06-07 11:35,2018-06-07 11:35
15792,1,1,1,1,13.98,GUILFORD,CT,CT,US,,,,,2018-06-07 11:14,2018-06-07 11:14
15793,1,1,1,1,13.98,ALPINE,UT,UT,US,,,,,2018-06-07 21:17,2018-06-07 21:17
15794,1,1,1,1,13.98,REDMOND,WA,WA,US,,,,,2018-06-07 19:31,2018-06-07 19:31
15795,1,1,1,1,13.98,san jose,ca,CA,US,,,,,2018-06-07 10:58,2018-06-07 10:58
15797,1,1,1,1,13.98,BELLEVUE,WA,WA,US,,,,,2018-06-07 18:38,2018-06-07 18:38
15798,1,1,1,1,13.98,EDGEWOOD,WA,WA,US,,,,,2018-06-07 14:03,2018-06-07 14:03
15799,1,1,1,1,13.98,PHOENIX,ARIZONA,AZ,US,,,,,2018-06-07 22:31,2018-06-07 22:31
15801,1,1,1,1,13.98,LA HABRA,CA,CA,US,,,,,2018-06-04 22:00,2018-06-04 22:00
15803,1,1,1,1,13.98,CHESTNUT HILL,MA,MA,US,,,,,2018-06-06 21:41,2018-06-06 21:41
15804,1,1,1,1,15.98,MOUNT VERNON,NEW YORK,NY,US,,,,,2018-06-07 12:42,2018-06-07 12:42
15805,1,1,1,1,13.98,HUDSON,MASSACHUSETTS,MA,US,,,,,2018-06-05 4:11,2018-06-05 4:11
15806,1,1,1,1,13.98,ST PETERSBURG,FL,FL,US,,,,,2018-06-08 5:32,2018-06-08 5:32
15807,1,1,1,1,13.98,HOUSTON,TX,TX,US,,,,,2018-06-07 11:34,2018-06-07 11:34
15809,1,1,1,1,13.98,Teaneck,NJ,NJ,US,,,,,2018-06-07 5:03,2018-06-07 5:03
15810,2,1,2,2,26.97,Aurora,Illinois,IL,US,,,,,2019-01-17 9:14,2018-06-07 12:57
15811,1,1,1,1,13.98,CONCORD,CA,CA,US,,,,,2018-06-05 18:28,2018-06-05 18:28
15812,1,1,1,1,13.98,BEAVERTON,OR,OR,US,,,,,2018-06-08 9:42,2018-06-08 9:42
15813,1,1,1,1,13.98,LOUISVILLE,KY,KY,US,,,,,2018-06-07 4:55,2018-06-07 4:55
15814,2,1,8,2,115.84,SANTA ROSA,CA,CA,US,,,,,2018-06-29 16:40,2018-06-07 18:01
15815,1,1,1,1,13.98,Zionsville,IN,IN,US,,,,,2018-06-07 13:46,2018-06-07 13:46
15816,1,1,1,1,13.98,AVONDALE,AZ,AZ,US,,,,,2018-06-07 11:19,2018-06-07 11:19
15817,1,1,1,1,13.98,JERSEY CITY,NJ,NJ,US,,,,,2018-06-08 8:22,2018-06-08 8:22
15818,1,1,1,1,13.98,BLAINE,WA,WA,US,,,,,2018-06-08 11:30,2018-06-08 11:30
15819,1,1,1,1,13.98,Loudon,TN,TN,US,,,,,2018-06-08 14:11,2018-06-08 14:11
15820,1,1,1,1,13.98,CHARLESTON,SC,SC,US,,,,,2018-06-07 19:49,2018-06-07 19:49
15821,1,1,1,1,13.98,TOLEDO,OH,OH,US,,,,,2018-06-07 17:42,2018-06-07 17:42
15822,3,1,3,3,40.95,ELMHURST,NY,NY,US,,,,,2018-12-24 14:18,2018-06-08 15:44
15823,1,1,1,1,13.98,Kirkland,WA,WA,US,,,,,2018-06-07 17:13,2018-06-07 17:13
15824,1,1,1,1,13.98,PLANO,TX,TX,US,,,,,2018-06-07 19:16,2018-06-07 19:16
15826,1,1,1,1,13.98,SEVERN,MD,MD,US,,,,,2018-06-06 16:45,2018-06-06 16:45
15827,1,1,1,1,13.98,LAS CRUCES,NM,NM,US,,,,,2018-06-08 5:10,2018-06-08 5:10
15828,1,1,1,1,13.98,SEATTLE,WA,WA,US,,,,,2018-06-08 19:30,2018-06-08 19:30
15829,1,1,1,1,15.98,MC DONALD,TN,TN,US,,,,,2018-06-08 4:07,2018-06-08 4:07
15830,1,1,1,1,13.98,PHILADELPHIA,PA,PA,US,,,,,2018-06-05 9:48,2018-06-05 9:48
15831,1,1,1,1,13.98,CANTERBURY,CT,CT,US,,,,,2018-06-08 5:51,2018-06-08 5:51
15832,1,1,1,1,13.98,PRESTONSBURG,KY,KY,US,,,,,2018-06-07 8:37,2018-06-07 8:37
15833,1,1,1,1,13.98,CLINTON,MARYLAND,MD,US,,,,,2018-06-08 13:09,2018-06-08 13:09
15835,1,1,1,1,13.98,MODESTO,CA,CA,US,,,,,2018-06-07 20:56,2018-06-07 20:56
15836,1,1,1,1,13.98,Honolulu,HI,HI,US,,,,,2018-06-06 20:23,2018-06-06 20:23
15837,1,1,1,1,13.98,HANAPEPE,HI,HI,US,,,,,2018-06-08 12:35,2018-06-08 12:35
15838,1,1,1,1,13.98,BURIEN,WA,WA,US,,,,,2018-06-08 20:12,2018-06-08 20:12
15839,1,1,1,1,13.98,ASHEVILLE,NC,NC,US,,,,,2018-06-08 13:32,2018-06-08 13:32
15840,1,1,1,1,13.98,CHARLOTTE,NC,NC,US,,,,,2018-06-04 11:40,2018-06-04 11:40
15841,2,1,2,2,26.73,FANWOOD,NJ,NJ,US,,,,,2019-05-09 12:50,2018-06-08 12:31
15842,1,1,1,1,13.98,MOHNTON,PA,PA,US,,,,,2018-06-08 9:15,2018-06-08 9:15
15843,1,1,1,1,13.98,OKLAHOMA CITY,OK,OK,US,,,,,2018-06-08 20:20,2018-06-08 20:20
15844,1,1,1,1,13.98,WASHINGTON,DC,DC,US,,,,,2018-06-06 20:04,2018-06-06 20:04
15845,1,1,1,1,13.98,SAINT PETERSBURG,FLORIDA,FL,US,,,,,2018-06-08 11:31,2018-06-08 11:31
15846,1,1,1,1,13.98,SALISBURY,MARYLAND,MD,US,,,,,2018-06-08 12:04,2018-06-08 12:04
15847,1,1,1,1,13.98,PEARL CITY,HI,HI,US,,,,,2018-06-07 0:00,2018-06-07 0:00
15849,1,1,1,1,15.98,TUCSON,AZ,AZ,US,,,,,2018-05-30 16:35,2018-05-30 16:35
15851,1,1,1,1,13.98,HOLLEY,NY,NY,US,,,,,2018-06-07 13:21,2018-06-07 13:21
15852,1,1,1,1,13.98,WAYNE,NJ,NJ,US,,,,,2018-06-08 17:26,2018-06-08 17:26
15853,1,1,1,1,13.98,WOODBRIDGE,VA,VA,US,,,,,2018-06-08 12:33,2018-06-08 12:33
15854,1,1,1,1,13.98,PHOENIX,AZ,AZ,US,,,,,2018-06-04 20:53,2018-06-04 20:53
15855,1,1,1,1,13.98,NORWOOD,MA,MA,US,,,,,2018-06-07 13:00,2018-06-07 13:00
15856,1,1,1,1,13.98,FORT MYERS,FL,FL,US,,,,,2018-06-04 17:46,2018-06-04 17:46
15857,1,1,1,1,13.98,ALAMEDA,CA,CA,US,,,,,2018-06-09 10:29,2018-06-09 10:29
15858,1,1,1,1,13.98,HENDERSON,NEVADA,NV,US,,,,,2018-06-08 13:54,2018-06-08 13:54
15859,1,1,1,1,13.98,Saxapahaw,NC,NC,US,,,,,2018-06-08 16:37,2018-06-08 16:37
15860,1,1,1,1,13.98,MERCER ISLAND,WA,WA,US,,,,,2018-06-09 14:10,2018-06-09 14:10
15861,1,1,1,1,13.98,Brooklyn,NY,NY,US,,,,,2018-06-09 6:58,2018-06-09 6:58
15862,1,1,1,1,13.98,BROOKLINE,MA,MA,US,,,,,2018-06-08 23:11,2018-06-08 23:11
15863,1,1,3,1,41.94,DENVER,CO,CO,US,,,,,2018-06-09 8:08,2018-06-09 8:08
15864,1,1,1,1,13.98,Round Rock,TX,TX,US,,,,,2018-06-08 21:28,2018-06-08 21:28
15865,1,1,1,1,13.98,ALAMEDA,CA,CA,US,,,,,2018-06-09 9:59,2018-06-09 9:59
15866,1,1,1,1,13.98,FULLERTON,CA,CA,US,,,,,2018-06-09 14:26,2018-06-09 14:26
15867,1,1,1,1,13.98,SEATTLE,WA,WA,US,,,,,2018-06-08 13:44,2018-06-08 13:44
15868,1,1,1,1,13.98,Gainesville,FL,FL,US,,,,,2018-06-07 17:32,2018-06-07 17:32
15871,1,1,1,1,13.98,Knoxville,TN,TN,US,,,,,2018-06-09 13:42,2018-06-09 13:42
15872,4,1,4,4,51.46,DURHAM,NC,NC,US,,,,,2019-06-03 8:49,2018-06-08 8:10
15874,1,1,1,1,13.98,READING,MA,MA,US,,,,,2018-06-09 14:47,2018-06-09 14:47
15875,1,1,1,1,13.98,WOODLAND HILLS,CA,CA,US,,,,,2018-06-08 4:04,2018-06-08 4:04
15878,1,1,1,1,13.98,FRESH MEADOWS,NY,NY,US,,,,,2018-06-09 10:23,2018-06-09 10:23
15879,1,1,1,1,13.98,Escondido,CA,CA,US,,,,,2018-06-08 14:36,2018-06-08 14:36
15880,1,1,1,1,13.98,COOPERSVILLE,MI,MI,US,,,,,2018-06-08 12:59,2018-06-08 12:59
15881,1,1,1,1,13.98,SAN DIMAS,CA,CA,US,,,,,2018-06-08 20:15,2018-06-08 20:15
15882,1,1,1,1,13.98,ATHENS,OH,OH,US,,,,,2018-06-09 4:54,2018-06-09 4:54
15883,1,1,1,1,13.98,AUSTELL,GA,GA,US,,,,,2018-06-09 10:35,2018-06-09 10:35
15884,1,1,1,1,13.98,HILLSBOROUGH,NJ,NJ,US,,,,,2018-06-09 0:04,2018-06-09 0:04
15885,1,1,1,1,13.98,Holly Springs,North Carolina,NC,US,,,,,2018-06-07 8:36,2018-06-07 8:36
15886,1,1,1,1,13.98,jamaica,new york,NY,US,,,,,2018-06-09 11:58,2018-06-09 11:58
15887,1,1,1,1,13.98,CHARLESTON,SC,SC,US,,,,,2018-06-07 10:50,2018-06-07 10:50
15888,1,1,6,1,83.88,FULLERTON,CA,CA,US,,,,,2018-06-09 17:57,2018-06-09 17:57
15889,1,1,1,1,13.98,waterbury,ct,CT,US,,,,,2018-06-09 14:08,2018-06-09 14:08
15890,1,1,1,1,13.98,SWARTHMORE,PA,PA,US,,,,,2018-06-09 11:22,2018-06-09 11:22
15891,1,1,1,1,13.98,EATONTOWN,NJ,NJ,US,,,,,2018-06-09 0:38,2018-06-09 0:38
15892,1,1,1,1,13.98,Lewes,DE,DE,US,,,,,2018-06-09 18:04,2018-06-09 18:04
15893,1,1,1,1,15.98,OSHKOSH,WI,WI,US,,,,,2018-06-08 3:35,2018-06-08 3:35
15894,1,1,1,1,13.98,SAN JOSE,CA,CA,US,,,,,2018-06-08 13:03,2018-06-08 13:03
15895,1,1,1,1,13.98,NORTH PALM BEACH,FL,FL,US,,,,,2018-06-09 6:33,2018-06-09 6:33
15896,1,1,1,1,13.98,SARVER,PA,PA,US,,,,,2018-06-08 6:52,2018-06-08 6:52
15897,1,1,1,1,13.98,SARASOTA,FL,FL,US,,,,,2018-06-07 8:05,2018-06-07 8:05
15898,1,1,1,1,13.98,Woodinville,WA,WA,US,,,,,2018-06-09 10:43,2018-06-09 10:43
15899,1,1,1,1,13.98,Houston,Texas,TX,US,,,,,2018-06-09 15:15,2018-06-09 15:15
15900,1,1,1,1,13.98,LOS ANGELES,CA,CA,US,,,,,2018-06-09 11:35,2018-06-09 11:35
15902,1,1,1,1,13.98,Chino Valley,AZ,AZ,US,,,,,2018-06-08 15:13,2018-06-08 15:13
15903,1,1,1,1,13.98,PLANO,TX,TX,US,,,,,2018-06-09 17:36,2018-06-09 17:36
15904,1,1,1,1,15.98,LAKE FOREST,IL,IL,US,,,,,2018-06-09 18:27,2018-06-09 18:27
15906,1,1,1,1,13.98,IRVINE,CA,CA,US,,,,,2018-06-09 21:52,2018-06-09 21:52
15907,1,1,1,1,13.98,ATLANTA,GA,GA,US,,,,,2018-06-09 2:37,2018-06-09 2:37
15908,1,1,1,1,13.98,DAYTONA BEACH,FL,FL,US,,,,,2018-06-09 20:45,2018-06-09 20:45
15909,1,1,1,1,13.98,Bellevue,WA,WA,US,,,,,2018-06-10 1:16,2018-06-10 1:16
15910,1,1,1,1,13.98,PAOLI,PA,PA,US,,,,,2018-06-09 14:14,2018-06-09 14:14
15911,1,1,1,1,13.98,PALM HARBOR,FL,FL,US,,,,,2018-06-09 11:41,2018-06-09 11:41
15912,1,1,3,1,41.94,MCKINNEY,TEXAS,TX,US,,,,,2018-06-08 21:36,2018-06-08 21:36
15913,1,1,1,1,13.98,LOS ANGELES,CA,CA,US,,,,,2018-06-09 16:16,2018-06-09 16:16
15914,1,1,1,1,13.98,Niwot,CO,CO,US,,,,,2018-06-07 18:10,2018-06-07 18:10
15915,1,1,1,1,13.98,MCLEAN,VA,VA,US,,,,,2018-06-09 7:39,2018-06-09 7:39
15916,1,1,1,1,13.98,CONCORD,NC,NC,US,,,,,2018-06-09 19:51,2018-06-09 19:51
15917,1,1,1,1,13.98,LAS VEGAS,NV,NV,US,,,,,2018-06-09 11:26,2018-06-09 11:26
15918,1,1,1,1,13.98,Queen Creek,AZ,AZ,US,,,,,2018-06-09 11:51,2018-06-09 11:51
15920,1,1,1,1,13.98,GILBERT,AZ,AZ,US,,,,,2018-06-08 16:20,2018-06-08 16:20
